43.530816,16.489987,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%40Vikkstar123%3A+Livestreaming+How+To+Minecraft+in+30+minutes+over+at+http%3A%2F%2Ft.co%2FC1nfmLF31M+%3A%29+Be+there+or+be+square%21+%3AD</p><a href="https://twitter.com/BibicDuje/status/530463927084515328">Settembre 2014</a></blockquote>'
45.064862,7.636737,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%40pif_iltestimone+sei+un+genio+%23lamafiauccidesolodestate</p><a href="https://twitter.com/vincze/status/530463913071374336">Settembre 2014</a></blockquote>'
45.822011,16.011565,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Teambuilding...Fun+stuff%21+%28%40+Duksa+pizza%2Bkavica+in+Zagreb%2C+Grad+Zagreb%29+https%3A%2F%2Ft.co%2F5Re4JTF0fZ</p><a href="https://twitter.com/KLiKzg/status/530437762424795137">Settembre 2014</a></blockquote>'
42.456917,14.22846,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Declines+in+Pneumonia+Hospitalizations+of+Children+Aged+2+Years+Associated+with+the+Use+of+Pneumococcal+Vaccines++http%3A%2F%2Ft.co%2FNBS0ZytlOk</p><a href="https://twitter.com/paravani_g/status/530493206019198977">Settembre 2014</a></blockquote>'
42.456909,14.228452,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Declines+in+Pneumonia+Hospitalizations+of+Children+Aged+2+Years+Associated+with+the+Use+of+Pneumococcal+Vaccines+http%3A%2F%2Ft.co%2Fg5xWiDNRR2</p><a href="https://twitter.com/paravani_g/status/530494009299709953">Settembre 2014</a></blockquote>'
42.456915,14.228476,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Establishment+of+a+Community+Care+Center+for+Isolation+and+Management+of+Ebola+Patients%2C+Liberia%2C+October+2014+http%3A%2F%2Ft.co%2FLnUoRsVL08</p><a href="https://twitter.com/paravani_g/status/530496586762444800">Settembre 2014</a></blockquote>'
45.814198,15.999061,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Like+a+really+sweet+girl...</p><a href="https://twitter.com/pdgmarina/status/530442374510825474">Settembre 2014</a></blockquote>'
45.814127,15.999057,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>What+will+brake+me...</p><a href="https://twitter.com/pdgmarina/status/530483093678063616">Settembre 2014</a></blockquote>'
45.814072,15.999128,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Cherry+cheesecake+brownie...+http%3A%2F%2Ft.co%2F6nAybX2KkK</p><a href="https://twitter.com/pdgmarina/status/530442993820766209">Settembre 2014</a></blockquote>'
45.803145,15.958708,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>With+Igor+Cecocho+and+our+%40pickettbrass+mouthpieces%21+http%3A%2F%2Ft.co%2Fte7WnKVWCK</p><a href="https://twitter.com/bassman781/status/530505956174876674">Settembre 2014</a></blockquote>'
45.803143,15.95871,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%40mick34795310+It+was+great%21+3+day+masterclass%2C+recital+and+concerto+with+Army+Band%21+Ben+told+me+that+you+are+in+Singapore.+Have+fun+for+us%21%21</p><a href="https://twitter.com/bassman781/status/530507693623357440">Settembre 2014</a></blockquote>'
45.803138,15.958724,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%40mick34795310+same+to+you+and+I%27ll+talk+to+you+soon%21</p><a href="https://twitter.com/bassman781/status/530508121668845569">Settembre 2014</a></blockquote>'
46.085346,16.310443,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%40sampottorff+why+u+do+that+to+me%3F+Hah</p><a href="https://twitter.com/PetraxD2/status/530454064132546561">Settembre 2014</a></blockquote>'
46.085347,16.310443,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>YG+-+My+Nigga+%28Remix%29+%28Explicit%29+ft.+Lil+Wayne%2C+R%E2%80%A6%3A+http%3A%2F%2Ft.co%2FlZxfwXmysq</p><a href="https://twitter.com/PetraxD2/status/530465462283698178">Settembre 2014</a></blockquote>'
45.341778,14.416613,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>True+that.+4th+day+in+a+row.+%23party+%23collegelife+%23keepitcoming+%23ForeverYoungAtHeart+http%3A%2F%2Ft.co%2FjRLMif7xtS</p><a href="https://twitter.com/Morales15zd/status/530502791035625472">Settembre 2014</a></blockquote>'
45.495271,15.536111,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>This+is+a+challenge%21%21%21%21+%23Bdaydinner+%40+Restoran+Kvaka+http%3A%2F%2Ft.co%2FTKf2pLp0U9</p><a href="https://twitter.com/IvaCOBHC/status/530504505973297152">Settembre 2014</a></blockquote>'
45.147114,18.001814,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Hladne+ruke%3C%3C%3C%3C%3C</p><a href="https://twitter.com/zacaranaa/status/530462567949668353">Settembre 2014</a></blockquote>'
45.146833,18.001727,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>Kad+nemas+inspiraciju-postavi+sliku.+http%3A%2F%2Ft.co%2FhwWyfeJHUg</p><a href="https://twitter.com/zacaranaa/status/530463795576340480">Settembre 2014</a></blockquote>'
45.563547,18.667364,'<blockquote class="twitter-tweet" data-conversation="none" data-cards="hidden" width="350" lang="it"><p>%F0%9F%98%8A%F0%9F%91%8A%F0%9F%92%9C+http%3A%2F%2Ft.co%2FR7vtF05Ty0</p><a href="https://twitter.com/Lucija_505/status/530452647929974784">Settembre 2014</a></blockquote>'
