ht,htSum
FLA2014,109
Renzi,36
BersaglioMobile,24
Fla2014,24
9N,21
JoVoto,21
VotarePerTu,21
AmalaCultura,17
bersagliomobile,17
liveon4g,17
informazione,15
CRNA,11
calciofiorentino,11
Internet,9
LiveOn4G,9
