participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Marino Sinibaldi, 6, 10, 4, 8, 10, 3, 4, 5, 3, 3, 3, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 3
Dario Franceschini, 1, 1, 1, 5, 6, 6, 6, 1, 2, 1, 2, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 4, 4, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
