participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 1, 3, 9, 8, 3, 9, 2, 1, 2, 4, 8, 5
Massimo Mantellini, 5, 5, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Beppe Severgnini, 5, 4, 1, 1, 1, 2, 3, 5, 8, 3, 6, 4
Luca Sofri, 7, 3, 13, 19, 5, 3, 1, 1, 5, 1, 2, 4
Sonia Peronaci, 1, 1, 1, 1, 17, 7, 11, 2, 2, 1, 1, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
