participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 5, 1, 1, 2, 1, 1, 1, 1, 1, 2, 7, 7
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 6, 6
Arianna Ciccone, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5
Dario Franceschini, 2, 9, 10, 9, 16, 18, 15, 5, 6, 6, 1, 5
Luca Sofri, 6, 6, 1, 11, 8, 5, 2, 10, 9, 6, 13, 5
Romana Petri, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimiliano Panarari, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 3
Alberto Tessore, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
