participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 4
Marino Sinibaldi, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 4
Beppe Severgnini, 4, 3, 4, 4, 3, 2, 2, 3, 1, 1, 1, 3
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 1, 4, 8, 3, 3
Luca Sofri, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
