participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 11, 11, 11, 11, 11, 11
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Aldo Cazzullo, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 3, 3, 3, 3, 3, 3, 3, 2, 5, 2, 2, 2
Dario Franceschini, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
