participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 6, 6
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 1, 1, 3, 4, 3, 8, 20, 6, 1, 4, 4, 4
Aldo Cazzullo, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3
Daria Bignardi, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3
Dario Franceschini, 6, 2, 1, 9, 6, 6, 4, 3, 3, 3, 3, 3
