participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 4, 4, 4, 1, 1, 1, 1, 4, 4, 4, 4, 4
Anna Masera, 1, 1, 1, 2, 2, 2, 2, 2, 1, 3, 3, 3
Daria Bignardi, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
Massimo Mantellini, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
