participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Andrea Iannuzzi, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 3, 1, 3, 3, 3, 2, 3, 3, 3, 2, 2, 2
Arianna Ciccone, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 4, 6, 6, 2, 2
Fulvio Ervas, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Sonia Peronaci, 5, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1
Beppe Severgnini, 5, 5, 1, 1, 1, 1, 2, 2, 2, 2, 3, 1
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
