participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 3, 1, 2, 2, 2, 2, 3, 3, 7, 6, 1, 4
Luca Sofri, 4, 2, 2, 2, 5, 2, 2, 2, 2, 1, 1, 4
Samuele Bersani, 5, 5, 3, 2, 2, 2, 4, 4, 4, 4, 4, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 6, 3, 2, 1, 2
Arianna Ciccone, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
