participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Arianna Ciccone, 0, 0, 1, 1, 1, 1, 1, 1, 2, 3, 5, 6
Anna Masera, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 5
Andrea Iannuzzi, 0, 3, 3, 4, 4, 4, 4, 4, 2, 2, 2, 4
Beppe Severgnini, 1, 3, 4, 2, 2, 2, 1, 1, 1, 2, 4, 4
Dario Franceschini, 1, 4, 6, 2, 4, 18, 7, 8, 9, 4, 1, 4
Samuele Bersani, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 3
Walter Passerini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2
Luca Sofri, 2, 3, 4, 2, 2, 2, 2, 4, 4, 4, 6, 2
Massimo Mantellini, 1, 1, 1, 1, 3, 3, 3, 3, 5, 5, 5, 2
