participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 15, 6, 2, 9, 11, 5, 7, 6, 14, 33, 53, 31
Luca Sofri, 4, 3, 4, 5, 6, 4, 1, 4, 5, 5, 7, 10
Massimo Mantellini, 3, 1, 2, 1, 1, 1, 4, 4, 4, 4, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 6, 1, 3, 3, 3, 3, 3, 4, 1, 1, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2
Daria Bignardi, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
