participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Pietrangelo Buttafuoco, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 20, 6, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4
Aldo Cazzullo, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 3, 1, 1, 3, 6, 6, 6, 6, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
