participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Andrea Iannuzzi, 2, 2, 2, 2, 2, 3, 3, 3, 1, 1, 5, 5
Arianna Ciccone, 1, 1, 1, 1, 1, 3, 3, 1, 3, 2, 5, 5
Dario Franceschini, 15, 17, 2, 3, 4, 1, 2, 1, 5, 3, 8, 5
Pietrangelo Buttafuoco, 1, 1, 1, 1, 1, 1, 1, 2, 5, 5, 5, 5
Sonia Peronaci, 1, 1, 1, 1, 1, 4, 2, 4, 4, 4, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 4, 4, 2, 2, 2, 4, 5, 5, 2, 1, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2
