participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 2, 2, 2, 7, 3, 2, 3, 3, 3, 1, 1, 8
Marino Sinibaldi, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4
Beppe Severgnini, 2, 1, 6, 1, 1, 7, 7, 1, 1, 2, 2, 4
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Luca Sofri, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 1, 7, 2, 2, 2, 2, 4, 2, 2, 1, 4, 2
