participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 4, 7, 5, 1, 1, 2, 1, 2, 2, 1, 9, 15
Massimiliano Panarari, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Anna Masera, 1, 1, 1, 1, 1, 6, 1, 1, 3, 1, 7, 7
Francesco Carofiglio, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7
Beppe Severgnini, 2, 4, 1, 1, 1, 1, 3, 3, 4, 4, 2, 5
Luca Sofri, 1, 1, 6, 6, 6, 3, 6, 2, 3, 2, 3, 3
Massimo Mantellini, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
