participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 0, 0, 0, 0, 4, 4, 9, 8, 8, 10, 13, 7
Beppe Severgnini, 0, 0, 0, 0, 5, 6, 2, 11, 2, 3, 4, 5
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 5, 3, 3, 1, 1, 5
Arianna Ciccone, 0, 0, 0, 0, 0, 2, 2, 2, 2, 4, 4, 4
Luca Sofri, 0, 0, 0, 0, 1, 1, 2, 10, 12, 12, 19, 4
Massimo Mantellini, 0, 0, 0, 0, 1, 2, 2, 7, 1, 9, 4, 3
Daria Bignardi, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Anna Masera, 0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 3, 1
Enrico Mentana, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1
