participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 2, 2, 3, 4, 2, 2, 2, 2, 4, 4, 4, 6
Arianna Ciccone, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 3, 5
Massimo Mantellini, 1, 1, 1, 1, 1, 3, 3, 3, 3, 5, 5, 5
Beppe Severgnini, 1, 1, 3, 4, 2, 2, 2, 1, 1, 1, 2, 4
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3
Samuele Bersani, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3
Walter Passerini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
Andrea Iannuzzi, 0, 0, 3, 3, 4, 4, 4, 4, 4, 2, 2, 2
Anna Masera, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2
