participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 17, 8, 6, 1, 2, 2, 2, 6, 6, 6, 6, 5
Dario Franceschini, 2, 2, 1, 4, 4, 5, 3, 3, 1, 10, 10, 4
Luca Sofri, 21, 11, 6, 3, 3, 3, 6, 7, 3, 3, 5, 4
Enrico Mentana, 2, 2, 2, 2, 1, 2, 2, 2, 3, 3, 3, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 2, 2, 2, 2, 4, 2, 2, 1, 1, 1, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 2, 2
