participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Enrico Mentana, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4
Luca Sofri, 12, 2, 2, 2, 2, 2, 2, 9, 9, 9, 9, 3
Massimiliano Panarari, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Andrea Iannuzzi, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 7, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2
Daria Bignardi, 3, 3, 3, 3, 3, 1, 1, 6, 6, 6, 6, 2
Dario Franceschini, 13, 13, 13, 13, 13, 2, 2, 2, 2, 2, 2, 2
