participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 2, 2, 3, 2, 12, 11, 1, 2, 2, 7, 1, 5
Beppe Severgnini, 2, 2, 2, 2, 1, 8, 2, 2, 4, 1, 1, 4
Dario Franceschini, 3, 2, 2, 1, 1, 6, 1, 2, 1, 1, 1, 4
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 2, 1, 1, 2, 2, 2, 2, 2, 1, 4, 4, 4
Marino Sinibaldi, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 2, 2, 2, 2, 2, 9, 2, 3, 7, 7, 7, 2
Arianna Ciccone, 3, 3, 3, 3, 3, 4, 6, 6, 6, 2, 2, 2
