participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 6, 5, 3, 2, 7, 2, 2, 1, 1, 1, 1, 5
Dario Franceschini, 4, 2, 7, 7, 7, 7, 7, 1, 1, 1, 1, 5
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Marino Sinibaldi, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 4
Aldo Cazzullo, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 1, 1, 3, 3, 3, 3
Anna Masera, 45, 15, 2, 6, 5, 9, 9, 1, 2, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
