participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 2, 1, 4, 4, 5, 3, 3, 1, 10, 10, 4, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 2, 2, 2, 4, 2, 2, 1, 1, 1, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Luca Sofri, 11, 6, 3, 3, 3, 6, 7, 3, 3, 5, 4, 2
Massimo Mantellini, 8, 6, 1, 2, 2, 2, 6, 6, 6, 6, 5, 2
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 1, 1, 7, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
