participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 2, 2, 6, 6, 6, 6, 5, 2, 1, 1, 2, 6
Luca Sofri, 3, 6, 7, 3, 3, 5, 4, 2, 16, 1, 6, 4
Beppe Severgnini, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Anna Masera, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1
