participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 2, 1, 6, 2, 2, 2, 3, 3, 3, 5, 4, 9
Daria Bignardi, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 7
Enrico Mentana, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6
Andrea Iannuzzi, 2, 1, 4, 7, 2, 2, 2, 3, 2, 4, 4, 4
Arianna Ciccone, 4, 1, 6, 6, 6, 2, 1, 1, 2, 5, 5, 4
Sonia Peronaci, 1, 1, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4
Anna Masera, 3, 1, 4, 3, 3, 2, 2, 1, 4, 8, 8, 3
Dario Franceschini, 4, 3, 3, 3, 2, 2, 2, 2, 4, 3, 3, 3
Massimiliano Panarari, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
