participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Arianna Ciccone, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3
Silvia Ballestra, 1, 1, 1, 1, 1, 1, 1, 5, 11, 2, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2
Anna Masera, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 2, 2
Dario Franceschini, 6, 5, 7, 1, 1, 2, 1, 1, 1, 1, 1, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
