participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 2, 11
Luca Sofri, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 10
Dario Franceschini, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 9, 8
Massimo Mantellini, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 7
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3
Anna Masera, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
Arianna Ciccone, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2
Daria Bignardi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
Enrico Mentana, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Samuele Bersani, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
