participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 23, 15, 13, 17, 15, 6, 2, 9, 11, 5, 7, 6
Beppe Severgnini, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 5, 5
Anna Masera, 2, 2, 2, 2, 6, 1, 3, 3, 3, 3, 3, 4
Luca Sofri, 5, 4, 4, 1, 4, 3, 4, 5, 6, 4, 1, 4
Massimo Mantellini, 1, 3, 3, 3, 3, 1, 2, 1, 1, 1, 4, 4
Alessandro Perissinotto, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Samuele Bersani, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2
