participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 6, 1, 6, 12, 3, 1, 1, 5, 1, 2, 2, 6
Beppe Severgnini, 2, 2, 1, 1, 4, 1, 5, 5, 8, 9, 4, 5
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 1, 1, 1, 3, 3, 4, 4, 1, 1, 1, 7, 2
Dario Franceschini, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Fulvio Ervas, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2
