participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6
Dario Franceschini, 10, 13, 7, 15, 3, 3, 3, 3, 11, 7, 7, 5
Anna Masera, 3, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3
Andrea Iannuzzi, 0, 0, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 3, 4, 5, 5, 5, 1, 1, 1, 1, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Luca Sofri, 12, 19, 4, 14, 6, 4, 3, 3, 3, 7, 7, 2
Marino Sinibaldi, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2
Massimo Mantellini, 9, 4, 3, 14, 18, 6, 1, 1, 2, 2, 2, 2
