participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 3, 1, 1, 1, 1, 10, 9, 7, 10, 6, 5, 8
Luca Sofri, 1, 1, 3, 3, 3, 1, 2, 1, 2, 2, 3, 6
Massimo Mantellini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 2
Alessandro Perissinotto, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 2, 2, 2, 2, 1, 1, 3, 3, 4, 1, 1, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
