participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 2, 2, 2, 1, 8, 2, 2, 4, 1, 1, 4, 6
Anna Masera, 2, 2, 2, 2, 9, 2, 3, 7, 7, 7, 2, 5
Luca Sofri, 2, 3, 2, 12, 11, 1, 2, 2, 7, 1, 5, 5
Dario Franceschini, 2, 2, 1, 1, 6, 1, 2, 1, 1, 1, 4, 4
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 3, 3, 3, 3, 4, 6, 6, 6, 2, 2, 2, 2
Enrico Mentana, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2
