participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 2, 6, 6, 6, 6, 5, 2, 1, 1, 2, 6, 6
Dario Franceschini, 3, 3, 1, 10, 10, 4, 3, 9, 9, 9, 1, 5
Arianna Ciccone, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
Pietrangelo Buttafuoco, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 3, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
