participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Luca Sofri, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 4
Andrea Iannuzzi, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3
Massimiliano Panarari, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Anna Masera, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2
Beppe Severgnini, 2, 2, 2, 2, 2, 3, 7, 5, 4, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2
Dario Franceschini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
