participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Luca Sofri, 1, 5, 5, 2, 6, 6, 1, 11, 8, 5, 2, 10
Mauro Tedeschini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9
Dario Franceschini, 1, 4, 4, 2, 2, 9, 10, 9, 16, 18, 15, 5
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Romana Petri, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 4, 4, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3
Alberto Tessore, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
