participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 2, 2, 2, 2, 2, 2, 2, 2, 9, 2, 3, 7
Arianna Ciccone, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6
Beppe Severgnini, 2, 3, 2, 2, 2, 2, 2, 1, 8, 2, 2, 4
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Marino Sinibaldi, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3
Aldo Cazzullo, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2
Luca Sofri, 9, 3, 3, 2, 2, 3, 2, 12, 11, 1, 2, 2
Mauro Tedeschini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
