participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Arianna Ciccone, 2, 5, 3, 3, 3, 3, 2, 2, 2, 2, 4, 4
Anna Masera, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Dario Franceschini, 13, 6, 1, 2, 6, 5, 4, 3, 3, 6, 4, 3
Massimo Mantellini, 2, 2, 2, 4, 1, 1, 1, 2, 2, 2, 2, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 5, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
