participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Arianna Ciccone, 10, 10, 10, 5, 5, 2, 2, 2, 2, 2, 1, 4
Dario Franceschini, 3, 9, 8, 3, 9, 2, 1, 2, 4, 8, 5, 4
Beppe Severgnini, 4, 1, 1, 1, 2, 3, 5, 8, 3, 6, 4, 3
Marino Sinibaldi, 1, 1, 1, 1, 1, 3, 1, 4, 4, 3, 2, 3
Sonia Peronaci, 1, 1, 1, 17, 7, 11, 2, 2, 1, 1, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
