participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimiliano Panarari, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 2, 8
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 5
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 3, 2, 1, 2, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Aldo Cazzullo, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2
Arianna Ciccone, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 2, 2
Bruno Tognolini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
