participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Massimo Mantellini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9
David Riondino, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
Beppe Severgnini, 2, 3, 7, 5, 4, 2, 2, 2, 1, 1, 8, 3
Dario Franceschini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
Massimiliano Panarari, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Sonia Peronaci, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Andrea Iannuzzi, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2
