participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 2, 2, 2, 2, 2, 2, 9, 2, 3, 7, 7, 7
David Riondino, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Massimo Mantellini, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 4, 4
Marino Sinibaldi, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3
Aldo Cazzullo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Arianna Ciccone, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 2, 2
Enrico Mentana, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2
Mauro Tedeschini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Pietrangelo Buttafuoco, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
