participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 13, 7, 15, 3, 3, 3, 3, 11, 7, 7, 5, 8
Enrico Mentana, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6, 6
Luca Sofri, 19, 4, 14, 6, 4, 3, 3, 3, 7, 7, 2, 5
Andrea Iannuzzi, 0, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2
Anna Masera, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 2
Arianna Ciccone, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 4, 5, 5, 5, 1, 1, 1, 1, 2, 2, 2, 2
Daria Bignardi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Massimo Mantellini, 4, 3, 14, 18, 6, 1, 1, 2, 2, 2, 2, 2
