participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Francesco Piccolo, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 9, 9
Andrea Iannuzzi, 2, 2, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6
Arianna Ciccone, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5
David Riondino, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 6, 5
Massimo Mantellini, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 7, 5
Samuele Bersani, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5
Beppe Severgnini, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 4, 4
Romana Petri, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Luca Sofri, 8, 5, 2, 10, 9, 6, 13, 5, 3, 3, 5, 3
Massimiliano Panarari, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3
