participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Dario Franceschini, 5, 5, 5, 3, 2, 3, 3, 3, 2, 1, 1, 11
Anna Masera, 2, 2, 2, 2, 2, 2, 3, 3, 3, 1, 5, 5
Luca Sofri, 3, 3, 3, 2, 8, 9, 4, 2, 1, 3, 3, 3
Massimo Mantellini, 1, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3
Walter Passerini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 4, 4, 2, 3, 1, 1, 1, 3, 3, 3, 3, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
