participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Beppe Severgnini, 3, 6, 5, 5, 5, 4, 4, 6, 17, 6, 13, 6
Dario Franceschini, 2, 1, 5, 1, 10, 4, 1, 2, 2, 3, 3, 6
Aldo Cazzullo, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 5
Anna Masera, 5, 3, 3, 3, 3, 1, 4, 10, 3, 3, 2, 4
Enrico Mentana, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
