participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Alessandro Perissinotto, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
Dario Franceschini, 2, 8, 7, 5, 13, 11, 5, 7, 15, 8, 1, 3
Luca Sofri, 3, 3, 6, 1, 2, 3, 2, 2, 1, 1, 1, 3
Sonia Peronaci, 3, 3, 3, 2, 8, 6, 7, 7, 7, 2, 3, 3
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 4, 2, 2, 2, 2, 2, 2, 4, 4, 3, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Fulvio Ervas, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Marino Sinibaldi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
