participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 2829939300000
Anna Masera, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 10
Beppe Severgnini, 2, 1, 1, 1, 1, 1, 1, 1, 1, 11, 7, 6
Dario Franceschini, 1, 4, 4, 1, 1, 1, 4, 4, 4, 1, 3, 5
Massimo Mantellini, 2, 2, 2, 10, 9, 5, 9, 3, 3, 3, 3, 4
Alberto Tessore, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Alessandro Perissinotto, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Andrea Iannuzzi, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
David Riondino, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Enrico Mentana, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Francesco Piccolo, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
