participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415313806273
Dario Franceschini, 1290, 1261, 1040, 1221, 763, 485, 307, 451, 279, 265, 215, 150
Luca Sofri, 621, 565, 156, 275, 459, 467, 178, 528, 291, 141, 110, 91
Beppe Severgnini, 154, 231, 109, 307, 200, 136, 211, 208, 91, 38, 47, 35
Massimo Mantellini, 99, 252, 34, 27, 77, 81, 98, 234, 369, 49, 12, 12
Sonia Peronaci, 103, 114, 56, 43, 43, 8, 60, 82, 52, 39, 33, 44
Arianna Ciccone, 10, 10, 16, 20, 67, 101, 90, 50, 62, 53, 53, 24
Anna Masera, 22, 22, 22, 22, 22, 22, 33, 47, 76, 70, 33, 20
Andrea Iannuzzi, 20, 20, 20, 20, 32, 32, 32, 32, 41, 24, 24, 24
Enrico Mentana, 9, 9, 9, 9, 9, 9, 9, 9, 9, 40, 132, 32
Fulvio Ervas, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 15, 15
