participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415234606205
Dario Franceschini, 241, 229, 162, 159, 139, 181, 255, 128, 220, 138, 115, 73
Luca Sofri, 268, 172, 225, 80, 126, 33, 65, 126, 41, 41, 28, 69
Beppe Severgnini, 200, 127, 97, 89, 89, 89, 113, 93, 51, 54, 88, 36
Massimo Mantellini, 13, 13, 13, 13, 38, 14, 127, 46, 73, 149, 68, 28
Sonia Peronaci, 56, 120, 48, 47, 46, 14, 26, 22, 22, 15, 33, 29
Silvia Ballestra, 0, 32, 32, 32, 32, 19, 203, 21, 21, 21, 21, 21
Anna Masera, 24, 24, 24, 71, 94, 36, 30, 30, 30, 30, 30, 30
Pietrangelo Buttafuoco, 24, 24, 24, 24, 24, 24, 24, 43, 42, 42, 42, 42
Arianna Ciccone, 49, 98, 42, 39, 16, 14, 14, 14, 10, 10, 10, 10
Aldo Cazzullo, 23, 23, 23, 23, 23, 23, 27, 27, 27, 27, 27, 27
