participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415288606259
Dario Franceschini, 16, 16, 16, 46, 90, 69, 285, 1290, 1261, 1040, 1221, 763
Luca Sofri, 7, 19, 38, 46, 38, 10, 235, 621, 565, 156, 275, 459
Beppe Severgnini, 36, 36, 20, 135, 133, 125, 99, 154, 231, 109, 307, 200
Massimo Mantellini, 1, 1, 1, 106, 173, 89, 31, 99, 252, 34, 27, 77
Sonia Peronaci, 20, 20, 10, 8, 8, 13, 36, 103, 114, 56, 43, 43
Andrea Iannuzzi, 30, 30, 30, 30, 30, 20, 20, 20, 20, 20, 20, 32
Massimiliano Panarari, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 14
Anna Masera, 30, 30, 30, 1, 39, 22, 22, 22, 22, 22, 22, 22
Aldo Cazzullo, 8, 8, 8, 8, 19, 35, 30, 30, 30, 30, 30, 30
Marino Sinibaldi, 34, 34, 34, 14, 12, 12, 12, 44, 14, 14, 14, 14
