participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415346206174
Dario Franceschini, 265, 215, 150, 177, 71, 21, 21, 21, 21, 8, 18, 59
Luca Sofri, 141, 110, 91, 107, 168, 61, 19, 11, 6, 7, 2, 70
Sonia Peronaci, 39, 33, 44, 34, 34, 34, 34, 34, 34, 34, 34, 34
Beppe Severgnini, 38, 47, 35, 88, 28, 20, 19, 19, 19, 19, 27, 58
Enrico Mentana, 40, 132, 32, 38, 28, 28, 24, 25, 2, 2, 2, 24
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
Massimo Mantellini, 49, 12, 12, 48, 38, 38, 4, 9, 9, 9, 9, 9
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
Pietrangelo Buttafuoco, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
Marino Sinibaldi, 14, 14, 14, 20, 20, 20, 20, 20, 20, 20, 20, 20
