participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415306606295
Dario Franceschini, 69, 285, 1290, 1261, 1040, 1221, 763, 485, 307, 451, 279, 265
Luca Sofri, 10, 235, 621, 565, 156, 275, 459, 467, 178, 528, 291, 141
Beppe Severgnini, 125, 99, 154, 231, 109, 307, 200, 136, 211, 208, 91, 38
Massimo Mantellini, 89, 31, 99, 252, 34, 27, 77, 81, 98, 234, 369, 49
Sonia Peronaci, 13, 36, 103, 114, 56, 43, 43, 8, 60, 82, 52, 39
Arianna Ciccone, 10, 10, 10, 10, 16, 20, 67, 101, 90, 50, 62, 53
Anna Masera, 22, 22, 22, 22, 22, 22, 22, 22, 33, 47, 76, 70
Andrea Iannuzzi, 20, 20, 20, 20, 20, 20, 32, 32, 32, 32, 41, 24
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Pietrangelo Buttafuoco, 6, 30, 30, 30, 30, 17, 14, 14, 14, 19, 19, 19
