participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415349806209
Luca Sofri, 110, 91, 107, 168, 61, 19, 11, 6, 7, 2, 70, 397
Dario Franceschini, 215, 150, 177, 71, 21, 21, 21, 21, 8, 18, 59, 151
Sonia Peronaci, 33, 44, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34
Massimo Mantellini, 12, 12, 48, 38, 38, 4, 9, 9, 9, 9, 9, 218
Beppe Severgnini, 47, 35, 88, 28, 20, 19, 19, 19, 19, 27, 58, 13
Enrico Mentana, 132, 32, 38, 28, 28, 24, 25, 2, 2, 2, 24, 24
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
Pietrangelo Buttafuoco, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
Fulvio Ervas, 15, 15, 15, 10, 10, 10, 10, 10, 10, 45, 35, 35
