participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415429006197
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
Luca Sofri, 106, 97, 220, 190, 45, 94, 42, 1, 1, 1, 1, 15
Massimo Mantellini, 125, 125, 125, 125, 125, 19, 19, 19, 19, 19, 19, 19
Anna Masera, 112, 89, 181, 158, 30, 24, 24, 24, 24, 24, 14, 12
Arianna Ciccone, 148, 68, 119, 124, 32, 25, 25, 25, 25, 25, 1, 15
Romana Petri, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
Enrico Mentana, 46, 46, 57, 56, 49, 49, 49, 49, 49, 49, 49, 49
Beppe Severgnini, 60, 83, 86, 44, 24, 24, 28, 28, 28, 28, 18, 135
Dario Franceschini, 91, 63, 71, 196, 28, 14, 14, 14, 14, 14, 14, 14
Andrea Iannuzzi, 152, 84, 46, 49, 49, 49, 4, 20, 20, 20, 1, 15
