participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415238206155
Dario Franceschini, 229, 162, 159, 139, 181, 255, 128, 220, 138, 115, 73, 90
Luca Sofri, 172, 225, 80, 126, 33, 65, 126, 41, 41, 28, 69, 7
Beppe Severgnini, 127, 97, 89, 89, 89, 113, 93, 51, 54, 88, 36, 36
Massimo Mantellini, 13, 13, 13, 38, 14, 127, 46, 73, 149, 68, 28, 12
Silvia Ballestra, 32, 32, 32, 32, 19, 203, 21, 21, 21, 21, 21, 21
Anna Masera, 24, 24, 71, 94, 36, 30, 30, 30, 30, 30, 30, 30
Sonia Peronaci, 120, 48, 47, 46, 14, 26, 22, 22, 15, 33, 29, 6
Pietrangelo Buttafuoco, 24, 24, 24, 24, 24, 24, 43, 42, 42, 42, 42, 42
Andrea Iannuzzi, 0, 13, 39, 16, 30, 30, 30, 30, 30, 30, 30, 30
Arianna Ciccone, 98, 42, 39, 16, 14, 14, 14, 10, 10, 10, 10, 10
