participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415454206259
Massimo Mantellini, 19, 19, 19, 19, 19, 19, 66, 587, 322, 78, 54, 92
Luca Sofri, 1, 1, 1, 1, 15, 34, 86, 322, 159, 240, 213, 195
Beppe Severgnini, 28, 28, 28, 18, 135, 160, 132, 126, 78, 87, 143, 126
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70
Enrico Mentana, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49
Romana Petri, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 24
Arianna Ciccone, 25, 25, 25, 1, 15, 43, 81, 80, 80, 41, 100, 33
Dario Franceschini, 14, 14, 14, 14, 14, 14, 20, 36, 87, 85, 94, 69
Anna Masera, 24, 24, 24, 14, 12, 4, 4, 37, 20, 54, 126, 90
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35
