participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415267006181
Dario Franceschini, 128, 220, 138, 115, 73, 90, 16, 16, 16, 46, 90, 69
Beppe Severgnini, 93, 51, 54, 88, 36, 36, 36, 36, 20, 135, 133, 125
Massimo Mantellini, 46, 73, 149, 68, 28, 12, 1, 1, 1, 106, 173, 89
Luca Sofri, 126, 41, 41, 28, 69, 7, 7, 19, 38, 46, 38, 10
Pietrangelo Buttafuoco, 43, 42, 42, 42, 42, 42, 42, 8, 18, 18, 6, 6
Andrea Iannuzzi, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20
Anna Masera, 30, 30, 30, 30, 30, 30, 30, 30, 30, 1, 39, 22
Marino Sinibaldi, 16, 6, 6, 21, 34, 34, 34, 34, 34, 14, 12, 12
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimiliano Panarari, 0, 0, 0, 31, 25, 25, 25, 25, 25, 25, 25, 25
