participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415357006217
Luca Sofri, 107, 168, 61, 19, 11, 6, 7, 2, 70, 397, 365, 201
Dario Franceschini, 177, 71, 21, 21, 21, 21, 8, 18, 59, 151, 91, 152
Massimo Mantellini, 48, 38, 38, 4, 9, 9, 9, 9, 9, 218, 238, 73
Sonia Peronaci, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34
Beppe Severgnini, 88, 28, 20, 19, 19, 19, 19, 27, 58, 13, 38, 26
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
Fulvio Ervas, 15, 10, 10, 10, 10, 10, 10, 45, 35, 35, 35, 35
Enrico Mentana, 38, 28, 28, 24, 25, 2, 2, 2, 24, 24, 11, 44
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
Anna Masera, 20, 22, 1, 1, 1, 1, 1, 1, 21, 86, 44, 35
