participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415529806264
Mauro Tedeschini, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
Dario Franceschini, 63, 22, 39, 18, 18, 4, 9, 9, 4, 105, 193, 215
Massimiliano Panarari, 70, 70, 70, 70, 70, 70, 70, 70, 4, 36, 35, 44
Beppe Severgnini, 120, 43, 15, 15, 15, 8, 5, 38, 142, 92, 46, 103
Luca Sofri, 99, 60, 73, 33, 46, 26, 26, 26, 26, 53, 95, 73
Massimo Mantellini, 19, 6, 6, 6, 19, 7, 7, 7, 1, 31, 141, 191
Arianna Ciccone, 46, 46, 46, 46, 46, 46, 46, 16, 23, 23, 23, 23
Walter Passerini, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 18, 18, 18
Anna Masera, 20, 33, 33, 33, 33, 33, 33, 33, 11, 51, 38, 17
