participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415360606235
Luca Sofri, 168, 61, 19, 11, 6, 7, 2, 70, 397, 365, 201, 226
Dario Franceschini, 71, 21, 21, 21, 21, 8, 18, 59, 151, 91, 152, 300
Massimo Mantellini, 38, 38, 4, 9, 9, 9, 9, 9, 218, 238, 73, 74
Sonia Peronaci, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 95
Beppe Severgnini, 28, 20, 19, 19, 19, 19, 27, 58, 13, 38, 26, 26
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
Fulvio Ervas, 10, 10, 10, 10, 10, 10, 45, 35, 35, 35, 35, 35
Anna Masera, 22, 1, 1, 1, 1, 1, 1, 21, 86, 44, 35, 31
Romana Petri, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20
Enrico Mentana, 28, 28, 24, 25, 2, 2, 2, 24, 24, 11, 44, 22
