participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415184206169
Beppe Severgnini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
Luca Sofri, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38
Dario Franceschini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34
Massimo Mantellini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
Pietrangelo Buttafuoco, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
Anna Masera, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
Marino Sinibaldi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
Enrico Mentana, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
Romana Petri, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
