participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415389406316
Dario Franceschini, 151, 91, 152, 300, 194, 251, 472, 203, 265, 340, 164, 91
Luca Sofri, 397, 365, 201, 226, 255, 77, 143, 93, 81, 91, 116, 106
Massimo Mantellini, 218, 238, 73, 74, 101, 70, 46, 46, 52, 105, 58, 125
Anna Masera, 86, 44, 35, 31, 31, 31, 31, 24, 18, 52, 119, 112
Beppe Severgnini, 13, 38, 26, 26, 83, 61, 54, 59, 81, 46, 60, 60
Andrea Iannuzzi, 24, 24, 24, 24, 24, 24, 24, 25, 80, 80, 77, 152
Sonia Peronaci, 34, 34, 34, 95, 36, 29, 29, 39, 46, 42, 42, 42
Arianna Ciccone, 16, 62, 9, 9, 9, 18, 12, 12, 12, 38, 155, 148
Fulvio Ervas, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35
Enrico Mentana, 24, 11, 44, 22, 34, 34, 34, 34, 34, 46, 46, 46
