participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415292206257
Dario Franceschini, 16, 16, 46, 90, 69, 285, 1290, 1261, 1040, 1221, 763, 485
Luca Sofri, 19, 38, 46, 38, 10, 235, 621, 565, 156, 275, 459, 467
Beppe Severgnini, 36, 20, 135, 133, 125, 99, 154, 231, 109, 307, 200, 136
Massimo Mantellini, 1, 1, 106, 173, 89, 31, 99, 252, 34, 27, 77, 81
Sonia Peronaci, 20, 10, 8, 8, 13, 36, 103, 114, 56, 43, 43, 8
Andrea Iannuzzi, 30, 30, 30, 30, 20, 20, 20, 20, 20, 20, 32, 32
Arianna Ciccone, 10, 10, 10, 10, 10, 10, 10, 10, 16, 20, 67, 101
Anna Masera, 30, 30, 1, 39, 22, 22, 22, 22, 22, 22, 22, 22
Massimiliano Panarari, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 14, 9
Aldo Cazzullo, 8, 8, 8, 19, 35, 30, 30, 30, 30, 30, 30, 5
